State,City,Start_Lat,Start_Lng,Total Accidents,Sum of Estimated Accident Cost (Row)
AL,Birmingham,33.410121999999994,-86.806702,1,96000
AL,Birmingham,33.410224,-86.801632,1,120000
AL,Birmingham,33.410381,-86.76065799999998,3,272000
AL,Birmingham,33.410458,-86.802208,1,375000
AL,Birmingham,33.410461,-86.802216,1,275000
AL,Birmingham,33.41072201712889,-86.80236697155571,1,96000
AL,Birmingham,33.410725,-86.802379,1,80000
AL,Birmingham,33.410872999999995,-86.802696,1,96000
AL,Birmingham,33.410896,-86.80674,1,96000
AL,Birmingham,33.410957,-86.802933,1,450000
AL,Birmingham,33.410957,-86.664647,2,240000
AL,Birmingham,33.410969,-86.80295600000002,1,275000
AL,Birmingham,33.41106,-86.760108,2,184000
AL,Birmingham,33.411308,-86.806618,1,144000
AL,Birmingham,33.411339,-86.807968,5,1143000
AL,Birmingham,33.411394,-86.664699,2,168000
AL,Birmingham,33.41148,-86.758392,1,88000
AL,Birmingham,33.411552,-86.759003,1,1000000
AL,Birmingham,33.411590999999994,-86.804459,1,375000
AL,Birmingham,33.411629,-86.80497,1,275000
AL,Birmingham,33.411636,-86.75891899999998,1,1200000
AL,Birmingham,33.411743,-86.804825,1,300000
AL,Birmingham,33.411865,-86.75945300000002,1,18000
AL,Birmingham,33.411869,-86.805527,1,450000
AL,Birmingham,33.411888,-86.676224,1,18000
AL,Birmingham,33.411898,-86.676192,1,1500000
AL,Birmingham,33.411957,-86.75862099999998,1,250000
AL,Birmingham,33.412048,-86.80594599999998,1,275000
AL,Birmingham,33.412095,-86.80569200000002,2,224000
AL,Birmingham,33.412095308144515,-86.80569291073414,12,1296000
AL,Birmingham,33.41209531,-86.80569291,2,184000
AL,Birmingham,33.412108,-86.805702,1,88000
AL,Birmingham,33.412123,-86.759225,2,264000
AL,Birmingham,33.412163,-86.80587,44,11480000
AL,Birmingham,33.412202596505104,-86.7605459685957,1,120000
AL,Birmingham,33.412233,-86.805992,1,88000
AL,Birmingham,33.41227,-86.806465,1,120000
AL,Birmingham,33.412298,-86.806155,1,80000
AL,Birmingham,33.412312,-86.806572,1,275000
AL,Birmingham,33.41232,-86.806209,2,168000
AL,Birmingham,33.412327000000005,-86.758781,21,3741000
AL,Birmingham,33.41233134,-86.80670142,1,88000
AL,Birmingham,33.41233134253782,-86.80670142132374,7,712000
AL,Birmingham,33.412338,-86.66484100000002,1,144000
AL,Birmingham,33.412403000000005,-86.806442,1,300000
AL,Birmingham,33.412476,-86.806618,1,450000
AL,Birmingham,33.412511,-86.80674,1,80000
AL,Birmingham,33.412518,-86.807076,1,250000
AL,Birmingham,33.41272,-86.75876600000002,1,375000
AL,Birmingham,33.412771,-86.80731899999998,1,144000
AL,Birmingham,33.412827,-86.80744200000002,1,275000
AL,Birmingham,33.41301,-86.80529,1,300000
AL,Birmingham,33.413052,-86.757541,2,176000
AL,Birmingham,33.413074,-86.808044,1,450000
AL,Birmingham,33.41308,-86.80565,1,80000
AL,Birmingham,33.413148,-86.758418,1,120000
AL,Birmingham,33.413403,-86.80544300000004,1,96000
AL,Birmingham,33.413406,-86.808838,1,96000
AL,Birmingham,33.413511514504364,-86.8093621726665,1,1800000
AL,Birmingham,33.413677,-86.809416,1,120000
AL,Birmingham,33.413853,-86.66545699999998,1,96000
AL,Birmingham,33.413914,-86.756691,1,144000
AL,Birmingham,33.413922,-86.809837,1,144000
AL,Birmingham,33.414021000000005,-86.665314,1,96000
AL,Birmingham,33.414108,-86.81010400000002,1,275000
AL,Birmingham,33.414188,-86.81021899999998,1,300000
AL,Birmingham,33.41431,-86.810387,1,375000
AL,Birmingham,33.41454,-86.804621,1,80000
AL,Birmingham,33.414627,-86.81096600000002,1,300000
AL,Birmingham,33.414814,-86.811155,3,248000
AL,Birmingham,33.414936,-86.673967,2,200000
AL,Birmingham,33.415001000000004,-86.66581,1,120000
AL,Birmingham,33.415207,-86.811272,1,375000
AL,Birmingham,33.415225,-86.755434,1,80000
AL,Birmingham,33.415226000000004,-86.811279,2,900000
AL,Birmingham,33.415228000000006,-86.75541700000002,1,80000
AL,Birmingham,33.415228128273895,-86.75541758495926,3,320000
AL,Birmingham,33.415271999999995,-86.90720400000002,1,144000
AL,Birmingham,33.415291,-86.75666,2,160000
AL,Birmingham,33.415415,-86.756558,4,496000
AL,Birmingham,33.41542124732296,-86.75655484158156,1,96000
AL,Birmingham,33.415482,-86.666381,2,216000
AL,Birmingham,33.415614,-86.803884,1,88000
AL,Birmingham,33.415643,-86.6665,1,88000
AL,Birmingham,33.415813,-86.81166800000004,1,450000
AL,Birmingham,33.415886,-86.666699,2,240000
AL,Birmingham,33.415985,-86.666522,1,120000
AL,Birmingham,33.416111,-86.803551,1,144000
AL,Birmingham,33.416114,-86.812016,1,80000
AL,Birmingham,33.416145,-86.811844,1,375000
AL,Birmingham,33.41621,-86.66671600000002,1,88000
AL,Birmingham,33.416451,-86.66705300000002,1,80000
AL,Birmingham,33.416462,-86.667038,2,160000
AL,Birmingham,33.416665,-86.812048,1,88000
AL,Birmingham,33.416676,-86.667459,1,80000
AL,Birmingham,33.416695000000004,-86.75412,1,300000
AL,Birmingham,33.416965000000005,-86.667486,1,120000
AL,Birmingham,33.417336,-86.81244699999998,1,300000
AL,Birmingham,33.417339,-86.668319,1,80000
AL,Birmingham,33.417365000000004,-86.667987,1,96000
AL,Birmingham,33.417381,-86.66800699999996,1,80000
AL,Birmingham,33.417383,-86.66801099999998,1,96000
AL,Birmingham,33.417414,-86.75349399999998,6,544000
AL,Birmingham,33.417774,-86.668945,4,352000
AL,Birmingham,33.417867,-86.812649,1,120000
AL,Birmingham,33.417929,-86.68703599999998,4,384000
AL,Birmingham,33.417962,-86.68641,1,120000
AL,Birmingham,33.417984000000004,-86.812499,2,200000
AL,Birmingham,33.418018,-86.687416,8,748000
AL,Birmingham,33.418059,-86.689074,1,80000
AL,Birmingham,33.418132,-86.687996,5,456000
AL,Birmingham,33.418236,-86.689018,1,15000
AL,Birmingham,33.418289,-86.689222,5,568000
AL,Birmingham,33.41829,-86.690362,1,88000
AL,Birmingham,33.418403999999995,-86.66981700000002,1,80000
AL,Birmingham,33.418461,-86.690118,1,96000
AL,Birmingham,33.418463,-86.670539,1,144000
AL,Birmingham,33.418499,-86.681679,6,584000
AL,Birmingham,33.418521000000005,-86.81268,3,240000
AL,Birmingham,33.418551,-86.69125600000002,1,120000
AL,Birmingham,33.41857552512446,-86.68209671932848,1,144000
AL,Birmingham,33.418594,-86.680084,1,80000
AL,Birmingham,33.418643,-86.681625,1,88000
AL,Birmingham,33.418673,-86.681184,1,80000
AL,Birmingham,33.418766,-86.68010699999998,1,120000
AL,Birmingham,33.418766,-86.680082,1,96000
AL,Birmingham,33.418813,-86.67164,1,144000
AL,Birmingham,33.418842,-86.67868,2,200000
AL,Birmingham,33.418846,-86.812958,1,450000
AL,Birmingham,33.418848,-86.677559,1,120000
AL,Birmingham,33.418861,-86.67903100000002,1,96000
AL,Birmingham,33.418872,-86.678913,1,88000
AL,Birmingham,33.418912,-86.6786,1,80000
AL,Birmingham,33.418959,-86.678217,1,144000
AL,Birmingham,33.418995,-86.67205799999998,14,1604000
AL,Birmingham,33.419044,-86.677536,1,88000
AL,Birmingham,33.419065,-86.675225,4,448000
AL,Birmingham,33.419071,-86.675224,1,80000
AL,Birmingham,33.419075,-86.674021,1,96000
AL,Birmingham,33.419079,-86.674231,1,144000
AL,Birmingham,33.41908,-86.674789,1,80000
AL,Birmingham,33.419086,-86.677267,3,336000
AL,Birmingham,33.419094,-86.67356099999998,1,96000
AL,Birmingham,33.419098,-86.692368,1,144000
AL,Birmingham,33.419113,-86.752022,1,12000
AL,Birmingham,33.41915,-86.672476,3,408000
AL,Birmingham,33.419155,-86.676778,1,120000
AL,Birmingham,33.419173,-86.692768,1,144000
AL,Birmingham,33.419179,-86.67649200000002,1,88000
AL,Birmingham,33.419179,-86.672686,1,96000
AL,Birmingham,33.419195,-86.672844,2,224000
AL,Birmingham,33.419233,-86.673211,3,336000
AL,Birmingham,33.419248,-86.673423,1,144000
AL,Birmingham,33.419271,-86.674054,1,80000
AL,Birmingham,33.419274,-86.674803,1,120000
AL,Birmingham,33.419471,-86.6934,1,120000
AL,Birmingham,33.42002,-86.694079,1,96000
AL,Birmingham,33.420143,-86.69459499999998,30,3682000
AL,Birmingham,33.420221999999995,-86.694519,1,80000
AL,Birmingham,33.420225,-86.694526,1,144000
AL,Birmingham,33.420238,-86.813255,1,300000
AL,Birmingham,33.420254,-86.695053,1,144000
AL,Birmingham,33.420399,-86.695366,1,88000
AL,Birmingham,33.420399,-86.694906,2,1620000
AL,Birmingham,33.420643,-86.75071,1,96000
AL,Birmingham,33.42065,-86.695908,2,224000
AL,Birmingham,33.42067,-86.69595600000002,3,304000
AL,Birmingham,33.420738,-86.696114,3,352000
AL,Birmingham,33.420773,-86.81343100000002,1,80000
AL,Birmingham,33.420832,-86.695828,1,96000
AL,Birmingham,33.420872,-86.750511,1,96000
AL,Birmingham,33.421061,-86.69682900000002,1,88000
AL,Birmingham,33.421131,-86.696985,1,120000
AL,Birmingham,33.421131,-86.69693000000002,1,96000
AL,Birmingham,33.421137,-86.697002,1,88000
AL,Birmingham,33.421139000000004,-86.696477,1,120000
AL,Birmingham,33.421292,-86.696794,1,120000
AL,Birmingham,33.421444,-86.814079,1,375000
AL,Birmingham,33.421471000000004,-86.749985,1,300000
AL,Birmingham,33.421694,-86.698207,1,88000
AL,Birmingham,33.421707,-86.81424,1,375000
AL,Birmingham,33.421789000000004,-86.697867,2,200000
AL,Birmingham,33.421875,-86.698051,1,80000
AL,Birmingham,33.421928,-86.813843,1,450000
AL,Birmingham,33.422253000000005,-86.813965,1,275000
AL,Birmingham,33.422263,-86.814611,4,400000
AL,Birmingham,33.422340000000005,-86.69955999999998,1,80000
AL,Birmingham,33.422413,-86.814026,1,275000
AL,Birmingham,33.422413,-86.699669,1,88000
AL,Birmingham,33.422484000000004,-86.814061,2,176000
AL,Birmingham,33.422493,-86.81405600000002,1,450000
AL,Birmingham,33.422566,-86.699513,2,1280000
AL,Birmingham,33.422615,-86.814887,1,88000
AL,Birmingham,33.422825,-86.70002,1,80000
AL,Birmingham,33.422913,-86.81513299999997,1,96000
AL,Birmingham,33.422943,-86.700462,10,1154000
AL,Birmingham,33.422951,-86.772377,1,120000
AL,Birmingham,33.423,-86.814316,1,275000
AL,Birmingham,33.423029,-86.70084399999998,1,144000
AL,Birmingham,33.423682,-86.70183399999998,2,240000
AL,Birmingham,33.423687,-86.70148499999998,1,80000
AL,Birmingham,33.423704,-86.748046,2,240000
AL,Birmingham,33.423728999999994,-86.70195,1,88000
AL,Birmingham,33.42388,-86.702126,1,80000
AL,Birmingham,33.423891,-86.74880999999998,2,232000
AL,Birmingham,33.423952,-86.70190600000002,1,120000
AL,Birmingham,33.423992,-86.81510899999998,1,10000
AL,Birmingham,33.423996,-86.81510899999998,1,300000
AL,Birmingham,33.42413306220329,-86.7025029655137,1,96000
AL,Birmingham,33.424143,-86.702502,2,168000
AL,Birmingham,33.424204,-86.815348,4,408000
AL,Birmingham,33.424209999999995,-86.70227299999998,1,88000
AL,Birmingham,33.424333000000004,-86.702445,1,120000
AL,Birmingham,33.424404,-86.70285,1,96000
AL,Birmingham,33.424526,-86.702896,14,1572000
AL,Birmingham,33.424593,-86.81693100000003,1,144000
AL,Birmingham,33.424731,-86.70326,1,88000
AL,Birmingham,33.425171,-86.81659300000003,1,144000
AL,Birmingham,33.425196,-86.703839,1,80000
AL,Birmingham,33.425243,-86.817886,1,300000
AL,Birmingham,33.425244,-86.703583,1,88000
AL,Birmingham,33.425388,-86.704071,1,80000
AL,Birmingham,33.425579,-86.817133,2,184000
AL,Birmingham,33.425612,-86.704326,2,216000
AL,Birmingham,33.425945,-86.668648,1,144000
AL,Birmingham,33.426071,-86.80416899999999,1,12000
AL,Birmingham,33.426327,-86.818123,1,275000
AL,Birmingham,33.426376,-86.705276,1,96000
AL,Birmingham,33.426434,-86.705353,1,120000
AL,Birmingham,33.426536,-86.705451,1,120000
AL,Birmingham,33.426556,-86.705505,1,120000
AL,Birmingham,33.426945,-86.818954,1,88000
AL,Birmingham,33.427204,-86.745026,1,120000
AL,Birmingham,33.427574,-86.820841,4,488000
AL,Birmingham,33.427643,-86.706696,3,280000
AL,Birmingham,33.427823781807774,-86.8201768394145,2,240000
AL,Birmingham,33.427833,-86.82018000000002,4,344000
AL,Birmingham,33.427889,-86.70711800000002,1,144000
AL,Birmingham,33.428136,-86.707429,1,120000
AL,Birmingham,33.4281671,-86.82129264,1,96000
AL,Birmingham,33.42816710456168,-86.8212926383647,5,480000
AL,Birmingham,33.428177000000005,-86.707161,1,80000
AL,Birmingham,33.428242,-86.707245,1,120000
AL,Birmingham,33.428345,-86.820812,3,304000
AL,Birmingham,33.428391,-86.70744300000001,1,80000
AL,Birmingham,33.428399,-86.707775,2,184000
AL,Birmingham,33.428497,-86.82151800000004,1,300000
AL,Birmingham,33.428497,-86.74390600000002,1,120000
AL,Birmingham,33.428532000000004,-86.70699300000004,4,432000
AL,Birmingham,33.428533,-86.707614,1,96000
AL,Birmingham,33.428566,-86.744469,1,300000
AL,Birmingham,33.428616,-86.708069,1,144000
AL,Birmingham,33.428767,-86.821237,7,648000
AL,Birmingham,33.42881,-86.70800799999998,1,88000
AL,Birmingham,33.428984,-86.74407,2,176000
AL,Birmingham,33.429131,-86.708417,1,120000
AL,Birmingham,33.429272,-86.70899200000002,1,275000
AL,Birmingham,33.429321,-86.708682,1,96000
AL,Birmingham,33.429451,-86.70839699999998,4,424000
AL,Birmingham,33.42947,-86.743629,1,300000
AL,Birmingham,33.429649,-86.743462,1,120000
AL,Birmingham,33.429676,-86.742889,1,250000
AL,Birmingham,33.429745000000004,-86.822281,1,275000
AL,Birmingham,33.42975,-86.709308,2,208000
AL,Birmingham,33.430092,-86.710192,1,80000
AL,Birmingham,33.430222,-86.778511,1,12000
AL,Birmingham,33.430489,-86.71183,1,96000
AL,Birmingham,33.430640999999994,-86.742538,1,450000
AL,Birmingham,33.430757,-86.71124300000002,1,80000
AL,Birmingham,33.430961,-86.741817,1,144000
AL,Birmingham,33.43103,-86.71135699999998,22,2140000
AL,Birmingham,33.43107,-86.71142900000002,2,200000
AL,Birmingham,33.431275,-86.71178,1,144000
AL,Birmingham,33.431416,-86.823318,1,275000
AL,Birmingham,33.43144,-86.71205,1,144000
AL,Birmingham,33.431503,-86.823204,1,18000
AL,Birmingham,33.431596,-86.823447,1,120000
AL,Birmingham,33.431666,-86.823302,1,88000
AL,Birmingham,33.431751,-86.823352,2,288000
AL,Birmingham,33.431767,-86.823356,1,96000
AL,Birmingham,33.431835,-86.741005,1,275000
AL,Birmingham,33.431843,-86.823227,27,8512000
AL,Birmingham,33.431849,-86.71311,1,80000
AL,Birmingham,33.4319,-86.71320300000002,1,120000
AL,Birmingham,33.432057,-86.740865,2,224000
AL,Birmingham,33.43224406226429,-86.7410409446395,2,184000
AL,Birmingham,33.43227,-86.841011,1,144000
AL,Birmingham,33.432316,-86.713882,1,144000
AL,Birmingham,33.432316,-86.713516,1,88000
AL,Birmingham,33.43251,-86.713861,2,200000
AL,Birmingham,33.432728000000004,-86.71459200000002,1,80000
AL,Birmingham,33.432789,-86.714323,1,80000
AL,Birmingham,33.432993,-86.71502,1,88000
AL,Birmingham,33.43306,-86.740311,1,375000
AL,Birmingham,33.433109,-86.714828,9,1008000
AL,Birmingham,33.433126,-86.714893,1,88000
AL,Birmingham,33.433149,-86.740213,1,120000
AL,Birmingham,33.433171,-86.715307,1,96000
AL,Birmingham,33.433399,-86.824272,1,275000
AL,Birmingham,33.433559,-86.663788,1,96000
AL,Birmingham,33.433656,-86.739456,1,88000
AL,Birmingham,33.433901,-86.716512,1,120000
AL,Birmingham,33.43396,-86.716255,1,88000
AL,Birmingham,33.434059999999995,-86.739085,1,144000
AL,Birmingham,33.434109,-86.824791,1,275000
AL,Birmingham,33.434227,-86.71705,1,120000
AL,Birmingham,33.434231,-86.671791,1,96000
AL,Birmingham,33.43424,-86.73920799999998,2,208000
AL,Birmingham,33.434311,-86.71684300000004,1,80000
AL,Birmingham,33.434387,-86.738754,1,375000
AL,Birmingham,33.434437,-86.738708,1,144000
AL,Birmingham,33.43444,-86.717401,1,96000
AL,Birmingham,33.43458294852526,-86.82476878124798,1,80000
AL,Birmingham,33.43459,-86.824771,2,184000
AL,Birmingham,33.43460440619738,-86.71765208202974,1,144000
AL,Birmingham,33.43462,-86.740143,1,96000
AL,Birmingham,33.434624,-86.717383,3,344000
AL,Birmingham,33.43488335593493,-86.82455420452676,4,424000
AL,Birmingham,33.43488336,-86.82455420000002,1,88000
AL,Birmingham,33.434896,-86.824557,4,424000
AL,Birmingham,33.435173,-86.718681,1,120000
AL,Birmingham,33.435184,-86.718288,1,88000
AL,Birmingham,33.435299,-86.718846,1,120000
AL,Birmingham,33.435432,-86.719109,1,144000
AL,Birmingham,33.435456,-86.7191,1,144000
AL,Birmingham,33.435562,-86.824776,1,275000
AL,Birmingham,33.435589,-86.719368,1,88000
AL,Birmingham,33.4356,-86.719391,1,120000
AL,Birmingham,33.435604,-86.719398,1,88000
AL,Birmingham,33.435623,-86.719429,1,120000
AL,Birmingham,33.435631,-86.719444,1,120000
AL,Birmingham,33.435635,-86.719452,2,168000
AL,Birmingham,33.435638,-86.719452,1,80000
AL,Birmingham,33.435642,-86.71946,1,88000
AL,Birmingham,33.43564600000001,-86.719475,1,96000
AL,Birmingham,33.435658000000004,-86.71949000000002,1,144000
AL,Birmingham,33.435661,-86.719505,1,144000
AL,Birmingham,33.435673,-86.719521,1,88000
AL,Birmingham,33.435741,-86.71923100000002,1,120000
AL,Birmingham,33.435754,-86.71924200000002,1,96000
AL,Birmingham,33.43578,-86.71929200000002,1,96000
AL,Birmingham,33.435795,-86.71931500000002,1,144000
AL,Birmingham,33.435818,-86.719353,1,80000
AL,Birmingham,33.435821999999995,-86.71936,1,96000
AL,Birmingham,33.435841,-86.824501,1,88000
AL,Birmingham,33.435862,-86.71980400000002,1,88000
AL,Birmingham,33.435863,-86.719429,1,144000
AL,Birmingham,33.436017,-86.827014,1,80000
AL,Birmingham,33.43609,-86.720192,1,144000
AL,Birmingham,33.436237,-86.720444,1,80000
AL,Birmingham,33.436435,-86.720772,2,232000
AL,Birmingham,33.436624,-86.721109,2,264000
AL,Birmingham,33.43663,-86.720848,18,1916000
AL,Birmingham,33.436756,-86.720917,1,88000
AL,Birmingham,33.436949,-86.72124699999998,1,96000
AL,Birmingham,33.437036,-86.824345,1,88000
AL,Birmingham,33.437449,-86.823888,3,272000
AL,Birmingham,33.437489,-86.8526,1,120000
AL,Birmingham,33.437595,-86.824066,1,375000
AL,Birmingham,33.437763000000004,-86.722603,1,88000
AL,Birmingham,33.437813,-86.735313,1,375000
AL,Birmingham,33.437939,-86.823914,1,450000
AL,Birmingham,33.438073,-86.72310999999998,3,296000
AL,Birmingham,33.438108,-86.723573,1,96000
AL,Birmingham,33.438207,-86.73486,1,80000
AL,Birmingham,33.438334999999995,-86.72357199999998,1,96000
AL,Birmingham,33.43844532950669,-86.73494696575766,2,288000
AL,Birmingham,33.43845,-86.72415600000002,2,176000
AL,Birmingham,33.438451,-86.723749,1,96000
AL,Birmingham,33.438459,-86.73494699999998,1,80000
AL,Birmingham,33.438484,-86.723816,1,88000
AL,Birmingham,33.438507,-86.723846,1,144000
AL,Birmingham,33.438522,-86.723862,5,504000
AL,Birmingham,33.438559999999995,-86.723938,1,80000
AL,Birmingham,33.438721,-86.724197,1,88000
AL,Birmingham,33.438873,-86.72444899999998,1,120000
AL,Birmingham,33.438922,-86.724958,2,184000
AL,Birmingham,33.438957,-86.72500600000002,1,88000
AL,Birmingham,33.438986,-86.725064,1,144000
AL,Birmingham,33.439139000000004,-86.72531,2,200000
AL,Birmingham,33.439224,-86.725037,1,88000
AL,Birmingham,33.439248,-86.823261,1,80000
AL,Birmingham,33.439292,-86.725145,2,176000
AL,Birmingham,33.439315,-86.822974,2,264000
AL,Birmingham,33.439323,-86.823219,1,275000
AL,Birmingham,33.439331,-86.72563199999998,2,232000
AL,Birmingham,33.439468,-86.725441,3,304000
AL,Birmingham,33.439521,-86.72595600000002,3,384000
AL,Birmingham,33.439668,-86.725789,1,88000
AL,Birmingham,33.439668,-86.72578399999998,2,232000
AL,Birmingham,33.43966841681748,-86.72578453976284,1,80000
AL,Birmingham,33.439919,-86.726601,1,120000
AL,Birmingham,33.440071,-86.72685200000002,1,80000
AL,Birmingham,33.440125,-86.726975,2,216000
AL,Birmingham,33.440183000000005,-86.726682,2,176000
AL,Birmingham,33.440193,-86.822523,2,192000
AL,Birmingham,33.440277,-86.72686,1,96000
AL,Birmingham,33.44028,-86.729726,3,344000
AL,Birmingham,33.440327,-86.727299,1,88000
AL,Birmingham,33.440443,-86.727489,1,144000
AL,Birmingham,33.440464,-86.72749300000002,1,120000
AL,Birmingham,33.440497,-86.72721899999998,1,80000
AL,Birmingham,33.44057100000001,-86.731987,3,819000
AL,Birmingham,33.440601,-86.727409,1,120000
AL,Birmingham,33.440681,-86.727859,1,96000
AL,Birmingham,33.440683,-86.835321,1,96000
AL,Birmingham,33.440706,-86.732029,1,80000
AL,Birmingham,33.440746000000004,-86.727661,1,144000
AL,Birmingham,33.440773,-86.727707,2,216000
AL,Birmingham,33.440784,-86.72803499999998,1,120000
AL,Birmingham,33.440827,-86.728123,1,80000
AL,Birmingham,33.44083,-86.727806,1,144000
AL,Birmingham,33.440842,-86.732063,2,538000
AL,Birmingham,33.440895000000005,-86.82207199999998,1,120000
AL,Birmingham,33.440909999999995,-86.727936,1,80000
AL,Birmingham,33.440954999999995,-86.732114,1,88000
AL,Birmingham,33.44102,-86.728101,1,88000
AL,Birmingham,33.44102025016097,-86.72810196835171,1,144000
AL,Birmingham,33.441029,-86.82225,1,275000
AL,Birmingham,33.441097,-86.73159799999998,2,224000
AL,Birmingham,33.44112,-86.731071,32,5475000
AL,Birmingham,33.441122,-86.728282,2,168000
AL,Birmingham,33.441135,-86.731094,8,1119000
AL,Birmingham,33.441135,-86.72831,1,120000
AL,Birmingham,33.441181,-86.728386,1,96000
AL,Birmingham,33.4412,-86.728409,1,144000
AL,Birmingham,33.441216,-86.728439,1,144000
AL,Birmingham,33.441223,-86.731453,1,275000
AL,Birmingham,33.441345,-86.728966,1,120000
AL,Birmingham,33.44137,-86.729047,3,328000
AL,Birmingham,33.441475,-86.731514,1,250000
AL,Birmingham,33.441559000000005,-86.729324,1,96000
AL,Birmingham,33.441586,-86.729034,1,80000
AL,Birmingham,33.441596999999994,-86.73195600000004,1,88000
AL,Birmingham,33.441625,-86.729141,3,312000
AL,Birmingham,33.441669,-86.729164,1,120000
AL,Birmingham,33.441772,-86.957504,1,88000
AL,Birmingham,33.441845,-86.729439,1,96000
AL,Birmingham,33.44192147238997,-86.73205018002159,1,88000
AL,Birmingham,33.441934,-86.732052,1,96000
AL,Birmingham,33.441963,-86.730035,2,176000
AL,Birmingham,33.44196438773421,-86.73003315884243,2,208000
AL,Birmingham,33.441998,-86.729668,1,144000
AL,Birmingham,33.442001,-86.729675,1,120000
AL,Birmingham,33.44200900000001,-86.731987,4,900000
AL,Birmingham,33.442124,-86.73030899999998,2,200000
AL,Birmingham,33.442158,-86.730331,1,80000
AL,Birmingham,33.44216,-86.730373,1,96000
AL,Birmingham,33.442211,-86.730019,1,96000
AL,Birmingham,33.442253,-86.730621,1,375000
AL,Birmingham,33.442281,-86.730581,2,232000
AL,Birmingham,33.442368,-86.730492,1,275000
AL,Birmingham,33.442446999999994,-86.73084200000002,1,96000
AL,Birmingham,33.442454999999995,-86.73043100000002,1,80000
AL,Birmingham,33.442558,-86.730598,1,88000
AL,Birmingham,33.442627,-86.73111,1,88000
AL,Birmingham,33.442669,-86.731178,1,120000
AL,Birmingham,33.442764000000004,-86.957779,1,300000
AL,Birmingham,33.442802,-86.7314,1,120000
AL,Birmingham,33.442886,-86.731171,3,280000
AL,Birmingham,33.44291,-86.731223,1,96000
AL,Birmingham,33.442966,-86.957809,1,250000
AL,Birmingham,33.44305,-86.73181899999999,1,144000
AL,Birmingham,33.443062,-86.731842,1,80000
AL,Birmingham,33.443065999999995,-86.820427,1,275000
AL,Birmingham,33.443073,-86.73185699999998,1,96000
AL,Birmingham,33.443119,-86.73156,1,96000
AL,Birmingham,33.44315,-86.73197900000002,1,88000
AL,Birmingham,33.443161,-86.91349,1,96000
AL,Birmingham,33.443176,-86.732025,1,120000
AL,Birmingham,33.44323,-86.820267,1,375000
AL,Birmingham,33.443237,-86.731758,1,80000
AL,Birmingham,33.443238,-86.731749,1,96000
AL,Birmingham,33.443263,-86.73214300000002,1,120000
AL,Birmingham,33.443268,-86.731804,1,88000
AL,Birmingham,33.443333,-86.7323,1,144000
AL,Birmingham,33.443348,-86.731941,1,88000
AL,Birmingham,33.443363,-86.731972,1,144000
AL,Birmingham,33.44337,-86.732325,1,144000
AL,Birmingham,33.443531,-86.729164,1,450000
AL,Birmingham,33.443596,-86.73236800000002,1,144000
AL,Birmingham,33.443611,-86.732765,1,88000
AL,Birmingham,33.443629,-86.81959,2,200000
AL,Birmingham,33.443657,-86.73246800000004,1,144000
AL,Birmingham,33.443695,-86.732516,2,288000
AL,Birmingham,33.443714,-86.732933,1,144000
AL,Birmingham,33.443811,-86.733086,2,216000
AL,Birmingham,33.443836,-86.73313900000002,1,120000
AL,Birmingham,33.443859,-86.729637,2,176000
AL,Birmingham,33.443867,-86.73281800000002,1,144000
AL,Birmingham,33.443971000000005,-86.81926,2,200000
AL,Birmingham,33.443978,-86.81952700000002,1,96000
AL,Birmingham,33.443981,-86.73338299999998,1,144000
AL,Birmingham,33.444012,-86.733047,1,120000
AL,Birmingham,33.444035,-86.73309300000004,1,144000
AL,Birmingham,33.444192,-86.733742,2,176000
AL,Birmingham,33.444278999999995,-86.733871,1,96000
AL,Birmingham,33.444298,-86.733541,1,120000
AL,Birmingham,33.444503999999995,-86.734245,1,144000
AL,Birmingham,33.444599,-86.734411,5,512000
AL,Birmingham,33.44473,-86.734627,2,224000
AL,Birmingham,33.444736,-86.734627,1,120000
AL,Birmingham,33.44482,-86.727692,1,375000
AL,Birmingham,33.444868,-86.734481,1,120000
AL,Birmingham,33.444882,-86.727265,2,216000
AL,Birmingham,33.4448826311424,-86.72726511913906,3,264000
AL,Birmingham,33.44492,-86.734566,1,96000
AL,Birmingham,33.444955,-86.735017,1,144000
AL,Birmingham,33.445004,-86.734962,13,1504000
AL,Birmingham,33.445065,-86.734802,1,88000
AL,Birmingham,33.445081,-86.72706600000002,1,88000
AL,Birmingham,33.445225,-86.73542900000002,1,144000
AL,Birmingham,33.445343,-86.735573,1,80000
AL,Birmingham,33.445399,-86.727064,1,144000
AL,Birmingham,33.445528,-86.73585200000002,1,144000
AL,Birmingham,33.445724,-86.736127,1,144000
AL,Birmingham,33.445834999999995,-86.818278,2,224000
AL,Birmingham,33.446011,-86.81819899999998,1,275000
AL,Birmingham,33.446105,-86.73663,2,216000
AL,Birmingham,33.446161,-86.73638100000002,1,144000
AL,Birmingham,33.446366999999995,-86.73664000000002,5,512000
AL,Birmingham,33.44642,-86.73700799999997,3,256000
AL,Birmingham,33.446442,-86.725868,1,88000
AL,Birmingham,33.446545,-86.72575400000002,1,375000
AL,Birmingham,33.446566,-86.957166,1,96000
AL,Birmingham,33.446604,-86.725336,1,88000
AL,Birmingham,33.446646,-86.736976,2,216000
AL,Birmingham,33.446692,-86.737305,1,80000
AL,Birmingham,33.446762,-86.817753,1,120000
AL,Birmingham,33.446796,-86.817746,1,120000
AL,Birmingham,33.446903000000006,-86.725349,1,250000
