Start_Lng,Start_Lat,City
-123.360681,39.486198,Willits
-123.360527,43.225769,Roseburg
-123.36046,43.239274,Roseburg
-123.36042523325273,43.24277758577709,Roseburg
-123.360425,43.242777,Roseburg
-123.36036,43.244501,Roseburg
-123.36031794489212,43.2247745988692,Roseburg
-123.36031794,43.2247746,Roseburg
-123.360317,43.224774,Roseburg
-123.360275,43.6653,Drain
-123.36021065653152,43.24391484239938,Roseburg
-123.360191,48.109341,Port Angeles
-123.360166,43.224783,Roseburg
-123.360115,43.198677,Roseburg
-123.360079,45.633879,Gales Creek
-123.360056,39.395816,Willits
-123.360043,39.3952,Willits
-123.36001753748243,43.2505881784284,Roseburg
-123.359983,38.60549,Jenner
-123.359891,43.075899,Myrtle Creek
-123.35988879144972,43.07590126970732,Myrtle Creek
-123.359848,43.247715,Roseburg
-123.35983,43.254727,Roseburg
-123.359754,43.255876,Roseburg
-123.359749,43.253295,Roseburg
-123.359739,43.25343400000001,Roseburg
-123.35973859,43.25329185,Roseburg
-123.3597385877449,43.253291845115406,Roseburg
-123.359738,43.253291,Roseburg
-123.359668,43.198767,Roseburg
-123.359664,44.053791,Veneta
-123.359507,43.198767,Roseburg
-123.359467,43.198982,Roseburg
-123.359461,46.981542,Elma
-123.35934,43.201347,Roseburg
-123.35933,43.201558,Roseburg
-123.35923,43.259091,Roseburg
-123.359225,43.22218400000001,Roseburg
-123.35922360361404,43.2221782205428,Roseburg
-123.359222,43.24799,Roseburg
-123.359126,44.999044,Dallas
-123.35911631525344,44.99904513337612,Dallas
-123.359116,44.999045,Dallas
-123.359033,43.221281,Roseburg
-123.359009,43.204608,Roseburg
-123.358921,39.47009,Willits
-123.358873,39.346459,Willits
-123.35886,43.07397,Myrtle Creek
-123.358802,44.153563,Cheshire
-123.358658,44.998804,Dallas
-123.358459,43.261456,Roseburg
-123.358398,43.115432,Roseburg
-123.358386,42.420144,Grants Pass
-123.358379,38.999139,Boonville
-123.358366,41.749602,Happy Camp
-123.35836299999998,39.692911,Dos Rios
-123.358308,43.115466,Roseburg
-123.358253,43.20778,Roseburg
-123.358223,39.391885,Willits
-123.358192,43.115496,Roseburg
-123.358135,39.420122,Willits
-123.358098,43.262767,Roseburg
-123.358046,39.43326500000001,Willits
-123.358021,39.397607,Willits
-123.357937,45.097639,Sheridan
-123.357909,44.852941,Dallas
-123.357895,43.073792,Myrtle Creek
-123.357865,48.10423,Port Angeles
-123.357829,43.106334,Roseburg
-123.357758,48.104198,Port Angeles
-123.35763,43.392363,Sutherlin
-123.357624,43.106334,Roseburg
-123.357521,44.85345,Dallas
-123.357506,43.218466,Roseburg
-123.357343,39.397593,Willits
-123.357306,43.106462,Roseburg
-123.35723,39.436396,Willits
-123.35722804010696,39.43195939045223,Willits
-123.35714221,39.43161607,Willits
-123.35714220941853,39.43161606769833,Willits
-123.357142,39.431616,Willits
-123.357072,39.405804,Willits
-123.356918,43.073208,Myrtle Creek
-123.356916,43.216951,Roseburg
-123.35672,39.437752,Willits
-123.356649,44.154741,Cheshire
-123.356541,43.209518,Roseburg
-123.356486,43.209749,Roseburg
-123.356473,42.75483,Glendale
-123.356398,43.20966,Roseburg
-123.35639119089431,43.2096683976974,Roseburg
-123.356387,39.397592,Willits
-123.356387,42.754371,Glendale
-123.356345,42.420517,Grants Pass
-123.356313,45.638699,Gales Creek
-123.356212,43.108093,Roseburg
-123.356188,39.43908,Willits
-123.356176,43.286163,Roseburg
-123.356136,43.210076,Roseburg
-123.356078,39.429173,Willits
-123.355798,43.287863,Roseburg
-123.355773,43.215004,Roseburg
-123.355759,43.282015,Winchester
-123.355722,40.794001,Burnt Ranch
-123.35570454538652,43.21488261202232,Roseburg
-123.35563,43.279125,Winchester
-123.35561871469804,43.2882249353252,Roseburg
-123.35561871,43.28822494,Roseburg
-123.355618,43.288224,Roseburg
-123.355576,39.428398,Willits
-123.35555434168172,43.214281797202986,Roseburg
-123.355554,43.214281,Roseburg
-123.355551,43.214281,Roseburg
-123.355391,43.276648,Winchester
-123.355377,43.210558,Roseburg
-123.35531,43.213748,Roseburg
-123.355174,43.213779,Roseburg
-123.355172,39.717696,Dos Rios
-123.355158,39.441035,Willits
-123.35512518823931,43.07130932787384,Myrtle Creek
-123.355117,43.273961,Winchester
-123.355097,46.12184,Clatskanie
-123.355056,44.054106,Veneta
-123.355049,39.428707,Willits
-123.354986,39.397585,Willits
-123.35496,39.403791,Willits
-123.35493,43.21118900000001,Roseburg
-123.354889,43.29071,Roseburg
-123.354858,43.212189,Roseburg
-123.354852,43.211338,Roseburg
-123.35480332315753,39.41539406757634,Willits
-123.354803,39.415394,Willits
-123.354802,39.415405,Willits
-123.354766,39.425341,Willits
-123.354752,43.211712,Roseburg
-123.354707,44.05413,Veneta
-123.354565,39.415302,Willits
-123.354539,39.441912,Willits
-123.354492,43.290046,Roseburg
-123.35448145807574,43.29004883745532,Roseburg
-123.354481,43.290048,Roseburg
-123.353978,42.478883,Grants Pass
-123.353973,45.098297,Sheridan
-123.353973,45.098301,Sheridan
-123.353954,43.070196,Myrtle Creek
-123.353931,42.4791,Grants Pass
-123.353582,39.426087,Willits
-123.35354,39.409025,Willits
-123.35342,44.05422,Veneta
-123.353404,44.8591,Dallas
-123.353338,45.098398,Sheridan
-123.353304,39.409955,Willits
-123.353298,39.411301,Willits
-123.35329,39.410826,Willits
-123.353254,39.61815,Willits
-123.353104,44.995991,Dallas
-123.353052,45.098442,Sheridan
-123.352966,43.292725,Roseburg
-123.35292,46.121431,Clatskanie
-123.352876,44.0565,Veneta
-123.352819,39.715411,Dos Rios
-123.352753,44.04966,Veneta
-123.352703,44.056094,Veneta
-123.352683,44.031974,Veneta
-123.352631,40.302708,Mad River
-123.352436,44.036144,Veneta
-123.352305,44.860391,Dallas
-123.35224,42.477975,Grants Pass
-123.352078,43.294619,Roseburg
-123.352061,44.054297,Veneta
-123.352,44.540868,Philomath
-123.35197,39.444991,Willits
-123.3519494527657,44.99537587144378,Dallas
-123.351949,39.40457,Willits
-123.351949,44.995375,Dallas
-123.35175633371662,39.42487835865296,Willits
-123.351638,39.404116,Willits
-123.351619,39.346265,Willits
-123.351565,42.421379,Grants Pass
-123.351494,39.409405,Willits
-123.35132,39.947449,Covelo
-123.351302,39.403634,Willits
-123.351234,43.295923,Roseburg
-123.351233,44.161046,Cheshire
-123.35121989191364,43.295928239615925,Roseburg
-123.35117,43.29606,Roseburg
-123.351161,44.054351,Veneta
-123.35115551889729,43.29605698564866,Roseburg
-123.351155,43.296056,Roseburg
-123.351038,39.464802,Willits
-123.350998,38.98485,Boonville
-123.350856,40.79213,Burnt Ranch
-123.350789,39.71165,Dos Rios
-123.350702,39.464171,Willits
-123.3507,39.46418,Willits
-123.350654,39.46400300000001,Willits
-123.350599,39.446617,Willits
-123.350563,38.984105,Yorkville
-123.35055470407796,38.984094857983656,Boonville
-123.350492,43.388985,Sutherlin
-123.350478,43.06658,Myrtle Creek
-123.350457,43.298475,Roseburg
-123.350365,40.791756,Burnt Ranch
-123.350268,42.421618,Grants Pass
-123.34961,39.399026,Willits
-123.349576,39.398571,Willits
-123.349574,39.447831,Willits
-123.349543,42.421633,Grants Pass
-123.349512,39.39751,Willits
-123.34936299999998,39.679059,Dos Rios
-123.34933999999998,42.759274,Glendale
-123.349261,39.395694,Willits
-123.348993,42.42185,Grants Pass
-123.348991,46.975811,Elma
-123.348857,42.759572,Glendale
-123.34858,42.421924,Grants Pass
-123.348447,43.30693,Roseburg
-123.348384,39.455004,Willits
-123.348319,39.397533,Willits
-123.348152,40.78975300000001,Burnt Ranch
-123.348071,41.807489,Happy Camp
-123.348045,43.064091,Myrtle Creek
-123.348034,39.450392,Willits
-123.348022,39.710818,Dos Rios
-123.348016,39.451494,Willits
-123.348003,42.759565,Glendale
-123.34793799999998,45.780608,Vernonia
-123.347813,43.06365200000001,Myrtle Creek
-123.347772,43.06335900000001,Myrtle Creek
-123.347719,40.787512,Burnt Ranch
-123.347672,46.120186,Clatskanie
-123.34767,43.314325,Roseburg
-123.34765791834188,43.31431746462195,Roseburg
-123.347657,43.314317,Roseburg
-123.347511,39.711011,Dos Rios
-123.347359,46.120086,Clatskanie
-123.347332,42.395966,Grants Pass
-123.34731459558796,43.31427454927771,Roseburg
-123.347303,42.400677,Grants Pass
-123.3473,42.399605,Grants Pass
-123.347299,43.06285,Myrtle Creek
-123.347282,42.393354,Grants Pass
-123.347231,42.407062,Grants Pass
-123.347215,42.392833,Grants Pass
-123.347101,39.417657,Willits
-123.34695,39.462993,Willits
-123.346947,45.6451,Gales Creek
-123.346878,42.422116,Grants Pass
-123.346843,40.782952,Burnt Ranch
-123.34673523844076,45.64513564088036,Gales Creek
-123.34658503473592,43.062404393944426,Myrtle Creek
-123.34658503,43.06240439,Myrtle Creek
-123.346291,46.551819,Pe Ell
-123.346161,42.408773,Grants Pass
-123.346072,39.389217,Willits
-123.346016,42.391702,Grants Pass
-123.34596100000002,39.711565,Dos Rios
-123.345877,46.119719,Clatskanie
-123.345858,39.675179,Willits
-123.345802,38.595242,Jenner
-123.345763,38.595198,Cazadero
-123.345609,45.645493,Forest Grove
-123.345604,47.024109,McCleary
-123.345601,39.668302,Dos Rios
-123.345597,45.6455,Gales Creek
-123.345549,39.388243,Willits
-123.345523,39.388194,Willits
-123.345446,44.992095,Dallas
-123.345444,44.162842,Cheshire
-123.34541000000002,45.780592,Vernonia
-123.3454048627694,45.78059792496786,Vernonia
-123.345316,39.387793,Willits
-123.345226,44.053412,Veneta
-123.345123,43.322194,Roseburg
-123.345042,45.09999000000001,Sheridan
-123.344997,43.322144,Roseburg
-123.344961,39.626107,Willits
-123.34482,45.100058,Sheridan
-123.344784,44.163038,Cheshire
-123.344732,44.991734,Dallas
-123.344316,44.54223,Philomath
-123.343994,44.086083,Elmira
-123.343942,39.62692,Covelo
-123.343911,42.422863,Grants Pass
-123.343821,39.650592,Willits
-123.343702,39.638671,Willits
-123.343634,38.966007,Yorkville
-123.34362387598352,38.96600604038731,Yorkville
-123.34362,43.325539,Roseburg
-123.343613,39.639041,Willits
-123.343595,41.796555,Happy Camp
-123.343593,43.060374,Myrtle Creek
-123.34358096063929,43.060365915093136,Myrtle Creek
-123.343493,41.794413,Happy Camp
-123.343398,39.384175,Willits
-123.343378,41.798274,Happy Camp
-123.34336638391808,41.79826855639553,Happy Camp
-123.343353,48.104289,Port Angeles
-123.34332,41.796985,Happy Camp
-123.343268,43.325188,Roseburg
-123.343231,43.060612,Myrtle Creek
-123.343211,43.21337,Roseburg
-123.343087,39.230254,Ukiah
-123.34304,48.104149,Port Angeles
-123.342923,42.38978,Grants Pass
-123.342858,42.389637,Grants Pass
-123.342735,46.119022,Clatskanie
-123.342691,39.406829,Willits
-123.342646,44.087523,Elmira
-123.342556,39.398694,Willits
-123.342445,39.712307,Dos Rios
-123.34244,39.712286,Dos Rios
-123.342361,45.780224,Vernonia
-123.342109,45.648505,Gales Creek
-123.342094,44.163874,Cheshire
-123.34207,43.059772,Myrtle Creek
-123.342053,43.326871,Sutherlin
-123.341988,41.794785,Happy Camp
-123.34195017755822,44.54266190507629,Philomath
-123.341787,39.381087,Willits
-123.341695,42.388297,Grants Pass
-123.341529,39.381196,Willits
-123.341423,46.550098,Pe Ell
-123.341413,44.542751,Corvallis
-123.341383,42.415433,Grants Pass
-123.341363,43.38635900000001,Sutherlin
-123.34113478601768,46.97141289688601,Elma
-123.341061,38.589846,Cazadero
-123.340966,44.164224,Cheshire
-123.340454,45.101639,Sheridan
-123.340371,39.379304,Willits
-123.340314,39.37925300000001,Willits
-123.340227,44.052742,Veneta
-123.340216,42.764926,Glendale
-123.340104,43.330078,Sutherlin
-123.34008500000002,39.390926,Willits
-123.339812,42.42402,Grants Pass
-123.339809,42.423626,Grants Pass
-123.3398,42.423385,Grants Pass
-123.339696,43.330078,Sutherlin
-123.339518,44.871011,Dallas
-123.339507,45.648843,Gales Creek
-123.339177,40.784855,Burnt Ranch
-123.33913,38.656254,Annapolis
-123.339077,44.543165,Corvallis
-123.338954,42.471841,Grants Pass
-123.33866299999998,42.47161,Grants Pass
-123.33863999999998,39.37699600000001,Willits
-123.338474,44.052731,Veneta
-123.33842,39.412758,Willits
-123.33828091562586,43.38274598100956,Sutherlin
-123.33821100000002,42.384442,Grants Pass
-123.33821100000002,42.76588,Glendale
-123.338198,45.77930300000001,Timber
-123.338095,42.423922,Grants Pass
-123.338062,43.661156,Yoncalla
-123.33804488123256,43.66115927675408,Drain
-123.337666,43.386677,Sutherlin
-123.337585,43.386322,Sutherlin
-123.337325,43.389449,Sutherlin
-123.33731532038053,43.38944077471072,Sutherlin
-123.337315,43.38944,Sutherlin
-123.33722948969204,42.97086596468462,Myrtle Creek
-123.33722,44.876082,Dallas
-123.337141,42.424087,Grants Pass
-123.337132,39.925094,Covelo
-123.337068,43.392671,Sutherlin
-123.337029,43.37673,Sutherlin
-123.336983,43.3923,Sutherlin
-123.336937,43.392666,Sutherlin
-123.336931,42.969244,Myrtle Creek
-123.33692908228235,42.96923518160357,Myrtle Creek
-123.336853,39.377251,Willits
-123.336791,40.278885,Zenia
-123.336757,39.377218,Willits
-123.3366501325448,42.76633143404595,Glendale
-123.336433,42.766205,Glendale
-123.33638899999998,42.379811,Grants Pass
-123.336388,43.057466,Myrtle Creek
-123.336301,42.76606,Glendale
-123.33622,39.409672,Willits
-123.336182,39.409737,Willits
-123.336167,42.378963,Grants Pass
-123.336158,39.391448,Willits
-123.336109,39.412852,Willits
-123.336105,41.796944,Happy Camp
-123.336072,39.409405,Willits
-123.336038,43.401122,Oakland
-123.336022,39.391444,Willits
-123.33598494470912,42.76611685732476,Glendale
-123.335984,42.766116,Glendale
-123.335967,43.40048400000001,Oakland
-123.335945,42.973282,Myrtle Creek
-123.33587765634852,42.76613831499688,Glendale
-123.335846,42.973531,Myrtle Creek
-123.33568453729946,41.79526448229887,Seiad Valley
-123.335684,41.795264,Happy Camp
-123.335563,38.592005,Cazadero
-123.335405,39.709284,Dos Rios
-123.335233,42.424317,Grants Pass
-123.335216,42.97517,Myrtle Creek
-123.334968,43.38634,Sutherlin
-123.334956,44.98676,Dallas
-123.334923,42.371941,Grants Pass
-123.334858,42.370008,Grants Pass
-123.33471000000002,44.879766,Dallas
-123.334703,42.368201,Grants Pass
-123.33454,42.96486,Myrtle Creek
-123.3344829076608,39.38689827900225,Willits
-123.334454,45.104819,McMinnville
-123.334184,39.405999,Willits
-123.334157,42.366573,Grants Pass
-123.334151,39.923433,Covelo
-123.334111,39.376342,Willits
-123.334038,43.660987,Drain
-123.333889,43.386522,Sutherlin
-123.333814,42.978515,Myrtle Creek
-123.333796262153,42.978504895959,Myrtle Creek
-123.333796,42.978504,Myrtle Creek
-123.333711,40.781942,Burnt Ranch
-123.33366399999998,39.219929,Ukiah
-123.333654,42.364793,Grants Pass
-123.333469,44.897303,Dallas
-123.333322,43.4058,Oakland
-123.333222,44.896555,Dallas
-123.333189,42.341422,Grants Pass
-123.33313,42.339455,Grants Pass
-123.333032,43.371934,Sutherlin
-123.332775,42.344886,Grants Pass
-123.332665,42.766735,Glendale
-123.332659,43.037836,Myrtle Creek
-123.332619,42.345837,Grants Pass
-123.332618,42.424927,Grants Pass
-123.33253,39.462903,Willits
-123.332511,42.766466,Glendale
-123.332511,45.648762,Gales Creek
-123.332503,42.338432,Grants Pass
-123.332482,42.46896,Grants Pass
-123.332419,42.9819,Myrtle Creek
-123.332392,42.427759,Grants Pass
-123.332387,42.347437,Grants Pass
-123.332334,42.361083,Grants Pass
-123.332241,43.044963,Myrtle Creek
-123.33222985208828,43.04495930651166,Myrtle Creek
-123.33222985208828,43.370643853934425,Sutherlin
-123.332229,43.370643,Sutherlin
-123.332227,42.348352,Grants Pass
-123.332169,40.77779,Burnt Ranch
-123.332152,38.581315,Jenner
-123.332148,42.422547,Grants Pass
-123.332106,42.422618,Grants Pass
-123.33210111,43.37068677,Sutherlin
-123.33210110605556,43.37068676927866,Sutherlin
-123.332101,43.370686,Sutherlin
-123.332063,42.352027,Grants Pass
-123.332039,42.357548,Grants Pass
-123.332021,42.35593400000001,Grants Pass
-123.33197236002285,43.05259823778604,Myrtle Creek
-123.331955,42.424928,Grants Pass
-123.331953,42.425047,Grants Pass
-123.331952,42.425507,Grants Pass
-123.33195090235073,42.42549777010713,Grants Pass
-123.331917,42.423537,Grants Pass
-123.331916,42.426335,Grants Pass
-123.331845,42.427355,Grants Pass
-123.331817,43.052581,Myrtle Creek
-123.331803,43.341321,Sutherlin
-123.331745,42.428083,Grants Pass
-123.33173700000002,42.427883,Grants Pass
-123.331693,38.577783,Jenner
-123.331579,42.430701,Grants Pass
-123.331569,41.666484,Somes Bar
-123.3314144605478,44.83839154222088,Monmouth
-123.331369,42.431684,Grants Pass
-123.331355,44.98492,Dallas
-123.331348,42.337688,Grants Pass
-123.33134,46.167222,Cathlamet
-123.331335,43.049931,Myrtle Creek
-123.331212,39.391391,Willits
-123.331194,43.05002800000001,Myrtle Creek
-123.331178,43.049916,Myrtle Creek
-123.33115696848236,43.04955124834514,Myrtle Creek
-123.33108500000002,42.948969,Myrtle Creek
-123.331079,42.426392,Grants Pass
-123.330754,44.903875,Dallas
-123.33073600000002,44.902849,Dallas
-123.330704,42.337479,Grants Pass
-123.330692,42.337493,Grants Pass
-123.330658,43.367752,Sutherlin
-123.330602,42.985698,Myrtle Creek
-123.330568,42.951906,Myrtle Creek
-123.330485,44.90964,Dallas
-123.330448,43.367733,Sutherlin
-123.330417,42.424876,Grants Pass
-123.330414,40.773871,Burnt Ranch
-123.330396,45.107273,McMinnville
-123.33038449228609,43.035281896385975,Myrtle Creek
-123.330384,43.035281,Myrtle Creek
-123.330375,44.885162,Dallas
-123.330316,46.116228,Clatskanie
-123.330291,39.413303000000006,Willits
-123.330278,44.052725,Veneta
-123.330255,43.035196,Myrtle Creek
-123.330226,42.963029,Myrtle Creek
-123.330197,45.776093,Timber
-123.330147,42.433781,Grants Pass
-123.329978,42.425392,Grants Pass
-123.329954,42.949493,Myrtle Creek
-123.329927,39.413287,Willits
-123.329892,42.434208,Grants Pass
-123.32989096582732,42.95284152010464,Myrtle Creek
-123.32984805048308,42.42530465105808,Grants Pass
-123.329833,43.343489,Sutherlin
-123.329807,39.405949,Willits
-123.32976200000002,42.952991,Myrtle Creek
-123.329555,44.891024,Dallas
-123.329531,44.891025,Dallas
-123.32946181238492,43.41072678545279,Oakland
-123.329461,43.410726,Oakland
-123.329388,46.96014,Elma
-123.329167,43.36480200000001,Sutherlin
-123.32916140497528,43.36480736711805,Sutherlin
-123.32913700000002,44.052716,Veneta
-123.329112,44.545586,Corvallis
-123.32909703195892,43.41137051561636,Oakland
-123.329097,43.41137,Oakland
-123.329054,43.364893,Sutherlin
-123.329053,43.364907,Sutherlin
-123.328971,44.886973,Dallas
-123.328943,44.914291,Dallas
-123.328809,39.378821,Willits
-123.32879662454924,39.37883019428549,Willits
-123.328701,44.888497,Dallas
-123.328558,42.954288,Myrtle Creek
-123.328556,42.948459,Myrtle Creek
-123.328545,42.425488,Grants Pass
-123.328471,43.350527,Sutherlin
-123.328465,42.425432,Grants Pass
-123.328369,43.411869,Oakland
-123.328353,43.361955,Sutherlin
-123.328337,42.426314,Grants Pass
-123.328262,42.95026,Myrtle Creek
-123.328214,43.361938,Sutherlin
-123.327838,38.999325,Hopland
-123.32783102930388,38.999329805188175,Boonville
-123.327807,42.337554,Grants Pass
-123.327784,44.915447,Dallas
-123.327728,44.052712,Veneta
-123.327632,47.03923,McCleary
-123.327617,45.108966,McMinnville
-123.327573,43.354432,Sutherlin
-123.327344,44.052712,Veneta
-123.32723021448456,39.37571883182823,Willits
-123.32723,39.375718,Willits
-123.327227,43.486629,Oakland
-123.32721,43.486324,Oakland
-123.327178,39.39144,Willits
-123.327087,46.956456,Elma
-123.327009,44.546237,Corvallis
-123.326652,39.4059,Willits
-123.32658899999998,39.377093,Willits
-123.326545,39.708102,Dos Rios
-123.326532,42.947986,Myrtle Creek
-123.326514,42.440027,Grants Pass
-123.32650065363252,42.440024614131744,Grants Pass
-123.326464,42.424386,Grants Pass
-123.326424,39.413582,Willits
-123.32635,42.440309,Grants Pass
-123.326339,43.033606,Myrtle Creek
-123.326317,42.437806,Grants Pass
-123.326295,43.414787,Oakland
-123.326168,44.11796,Junction City
-123.326056,43.0335,Myrtle Creek
-123.326014,46.115284,Clatskanie
-123.325947,40.273594,Zenia
-123.325936,44.118791,Junction City
-123.325838,42.992892,Myrtle Creek
-123.325768,39.374685,Willits
-123.325688,42.441446,Grants Pass
-123.325669,39.375839,Willits
-123.325584,44.170803,Cheshire
-123.325555,44.052705,Veneta
-123.325499,44.170892,Cheshire
-123.32542777002656,44.54671740510679,Corvallis
-123.325383,42.99293400000001,Myrtle Creek
-123.3253633970102,42.4656879899861,Grants Pass
-123.325357,42.96108,Myrtle Creek
-123.325325,42.766911,Glendale
-123.325284,44.052704,Veneta
-123.32516499999998,42.993847,Myrtle Creek
-123.325141,44.981772,Dallas
-123.325133,42.424089,Grants Pass
-123.3251273626169,44.9817717073203,Dallas
-123.325127,44.981771,Dallas
-123.324987,39.375499,Willits
-123.32483,38.570618,Jenner
-123.32483,42.44033,Grants Pass
-123.324547,42.440814,Grants Pass
-123.324432,42.443562,Grants Pass
-123.324343,42.338544,Grants Pass
-123.324198,39.37441,Willits
-123.323951,39.374503,Willits
-123.323853,39.013661,Hopland
-123.323794,39.159347,Ukiah
-123.323761,42.338855,Grants Pass
-123.323759,38.570231,Jenner
-123.323739,40.372798,Hayfork
-123.323677,39.373898,Willits
-123.323596,42.442442,Grants Pass
-123.3235824102243,43.458448648245536,Oakland
-123.323555,43.662201,Drain
-123.323532,43.458271,Oakland
-123.323508,45.649125,Gales Creek
-123.32347512186372,42.46493697146194,Grants Pass
-123.32347512,42.46493697,Grants Pass
-123.323475,42.464936,Grants Pass
-123.323379,43.662232,Drain
-123.323368,42.947951,Myrtle Creek
-123.323228,43.458908,Oakland
-123.323128,43.458797,Oakland
-123.323026,43.212958,Roseburg
-123.322828,44.547541,Corvallis
-123.32268118799531,42.4629843232991,Grants Pass
-123.322635,42.458079,Grants Pass
-123.322622,42.461314,Grants Pass
-123.32261,42.454968,Grants Pass
-123.3225524419626,41.25813603381511,Forks of Salmon
-123.322505,45.112019,McMinnville
-123.322198,39.35123,Willits
-123.322187,39.372825,Willits
-123.32214474619236,44.83854174592573,Monmouth
-123.322144,44.838541,Monmouth
-123.322144,44.838542,Monmouth
-123.322011,45.771494,Timber
-123.321948,38.944872,Yorkville
-123.32183,39.403846,Willits
-123.32177,40.269202,Mad River
-123.321764,39.372085,Willits
-123.321747,39.394939,Willits
-123.321745,39.394912,Willits
-123.321629,43.47888,Oakland
-123.32144,43.421149,Oakland
-123.32137,39.35257,Willits
-123.32134,39.371683,Willits
-123.321321,43.421118,Oakland
-123.321297,39.36248,Willits
-123.321053,42.463966,Grants Pass
-123.321009,39.371367,Willits
-123.32090020120944,38.56912493687358,Jenner
-123.3209,38.569124,Jenner
-123.320803,42.340179,Grants Pass
-123.320765,43.502813,Oakland
-123.320746,42.45804,Grants Pass
-123.320744,42.460134,Grants Pass
-123.320709,42.453138,Grants Pass
-123.320699,42.451459,Grants Pass
-123.320695,42.450655,Grants Pass
-123.320679,42.448658,Grants Pass
-123.320566,43.502519,Oakland
-123.320041,39.394897,Willits
-123.32003600000002,42.340423,Grants Pass
-123.32002043665256,42.34041810015516,Grants Pass
-123.319992,42.340431,Grants Pass
-123.31998,43.663144,Drain
-123.31997752130827,42.34043955782728,Grants Pass
-123.31988,42.463357,Grants Pass
-123.319875,43.476735,Oakland
-123.3198487752756,42.42719292620455,Grants Pass
-123.319847,39.355156,Willits
-123.31976294458713,38.94418358784226,Yorkville
-123.31972,43.463273,Oakland
-123.31962,42.997908,Myrtle Creek
-123.319533,39.345661,Willits
-123.319473,43.213001,Roseburg
-123.319329,43.504256,Oakland
-123.31929087580052,39.34531331043557,Willits
-123.31929,39.345315,Willits
-123.319277,38.567673,Jenner
-123.319267,39.345322,Willits
-123.319226,42.947819,Myrtle Creek
-123.319205,39.34536,Willits
-123.31890463770236,45.64983487107444,Gales Creek
-123.318848,42.462884,Grants Pass
-123.318689,43.428442,Oakland
-123.31842,42.947857,Myrtle Creek
-123.31838,44.052687,Veneta
-123.318368,45.767809,Timber
-123.31832528055516,42.4626410005452,Grants Pass
-123.318325,42.462641,Grants Pass
-123.318311,43.505859,Oakland
-123.31825,42.430777,Grants Pass
-123.31823,44.14067100000001,Junction City
-123.318219,42.999267,Myrtle Creek
-123.318146,43.662871,Drain
-123.317822,39.35831,Willits
-123.317757,39.394913,Willits
-123.317579,41.803982,Happy Camp
-123.317574262031,41.8039762971792,Happy Camp
-123.317297,39.384208,Willits
-123.317254,39.359018,Willits
-123.31713899999998,43.663543,Drain
-123.317057,43.66427,Drain
-123.316966,39.364559,Willits
-123.3169090741953,45.11547446229402,McMinnville
-123.316909,45.115474,McMinnville
-123.316822,39.022618,Hopland
-123.3168017858347,39.35973286609955,Willits
-123.316764,43.467241,Oakland
-123.316525,39.360162,Willits
-123.31652283609716,42.46165394762773,Grants Pass
-123.316498,43.440422,Oakland
-123.316473,43.970011,Eugene
-123.31641,43.510477,Oakland
-123.31636,42.947979,Myrtle Creek
-123.316229,42.432782,Grants Pass
-123.316187,39.366419,Willits
-123.31617951334326,39.02327656727303,Hopland
-123.316107,43.472012,Oakland
-123.316098,43.664235,Drain
-123.316063,47.044121,Elma
-123.316059,43.66498,Drain
-123.31605,43.471838,Oakland
-123.31602930963842,43.439801931174095,Oakland
-123.316029,43.439801,Oakland
-123.3159863942942,47.04413294769743,Elma
-123.315974,43.471392,Oakland
-123.31596493662208,43.47138762453331,Oakland
-123.315896,44.925129,Dallas
-123.315859,39.413128,Willits
-123.31583899999998,42.947879,Myrtle Creek
-123.315827,39.341987,Willits
-123.31581473,42.94786334,Myrtle Creek
-123.315814,42.947863,Myrtle Creek
-123.315739,43.212976,Roseburg
-123.315509,39.341686,Willits
-123.315484,39.34179,Willits
-123.315376,44.144829,Junction City
-123.315333,43.439221,Oakland
-123.31532120645848,43.43922257402687,Oakland
-123.31529974878636,43.513680696279934,Oakland
-123.315299,43.51368,Oakland
-123.31523538,43.43913674,Oakland
-123.31521399999998,45.115491,McMinnville
-123.31521391809792,43.51389527300114,Oakland
-123.31521391809792,45.11549591996614,McMinnville
-123.315213,45.115495,McMinnville
-123.31519246042578,43.5139811036896,Oakland
-123.315013,45.650581,Gales Creek
-123.315011,43.664976,Drain
-123.314977,44.976593,Dallas
-123.314875,45.764052,Timber
-123.314754,39.340969,Willits
-123.31451,39.34074,Willits
-123.31441998422947,43.516491651327534,Oakland
-123.3142054075083,43.516019582540906,Oakland
-123.3141839498362,43.51608395555727,Oakland
-123.314138,39.340527,Willits
-123.314039,43.516641,Oakland
-123.313955,39.394957,Willits
-123.313929,39.339675,Willits
-123.313801,43.517421,Oakland
-123.313787,42.34232,Grants Pass
-123.313787,43.517468,Oakland
-123.313756,43.436227,Oakland
-123.313751,45.763187,Timber
-123.313697,42.948005,Myrtle Creek
-123.313666,39.913326,Covelo
-123.313624,39.33990900000001,Willits
-123.313609,43.436411,Oakland
-123.313606,39.339931,Willits
-123.313549,39.339965,Willits
-123.313135,43.002843,Myrtle Creek
-123.313065,42.342262,Grants Pass
-123.312979,39.712834,Dos Rios
-123.312952,38.665219,Annapolis
-123.31293940485328,38.66521239262264,Cazadero
-123.312851,38.66526,Annapolis
-123.312821,39.339274,Willits
-123.312774,43.521862,Oakland
-123.312743,39.434603,Willits
-123.312597,46.93980300000001,Elma
-123.312494,39.338892,Willits
-123.312492,39.338928,Willits
